Date,Population,Region
2020-09-08,0,north east
2020-09-08,0,saskatoon
2020-09-08,0,central west
2020-09-08,0,central east
2020-09-08,0,regina
2020-09-08,0,south west
2020-09-08,0,south central
2020-09-08,0,south east
2020-09-09,0,far north west
2020-09-09,0,far north central
2020-09-09,0,far north east
2020-09-09,0,north west
2020-09-09,0,north central
2020-09-09,0,north east
2020-09-09,0,saskatoon
2020-09-09,0,central west
2020-09-09,0,central east
2020-09-09,0,regina
2020-09-09,0,south west
2020-09-09,0,south central
2020-09-09,0,south east
2020-09-10,0,far north west
2020-09-10,0,far north central
2020-09-10,0,far north east
2020-09-10,0,north west
2020-09-10,0,north central
2020-09-10,0,north east
2020-09-10,0,saskatoon
2020-09-10,0,central west
2020-09-10,0,central east
2020-09-10,0,regina
2020-09-10,0,south west
2020-09-10,0,south central
2020-09-10,0,south east
2020-09-11,0,far north west
2020-09-11,0,far north central
2020-09-11,0,far north east
2020-09-11,0,north west
2020-09-11,0,north central
2020-09-11,0,north east
2020-09-11,0,saskatoon
2020-09-11,0,central west
2020-09-11,0,central east
2020-09-11,0,regina
2020-09-11,0,south west
2020-09-11,0,south central
2020-09-11,0,south east
2020-09-12,0,far north west
2020-09-12,0,far north central
2020-09-12,0,far north east
2020-09-12,0,north west
2020-09-12,0,north central
2020-09-12,0,north east
2020-09-12,0,saskatoon
2020-09-12,0,central west
2020-09-12,0,central east
2020-09-12,0,regina
2020-09-12,0,south west
2020-09-12,0,south central
2020-09-12,0,south east
2020-09-13,0,far north west
2020-09-13,0,far north central
2020-09-13,0,far north east
2020-09-13,0,north west
2020-09-13,0,north central
2020-09-13,0,north east
2020-09-13,0,saskatoon
2020-09-13,0,central west
2020-09-13,0,central east
2020-09-13,0,regina
2020-09-13,0,south west
2020-09-13,0,south central
2020-09-13,0,south east
2020-09-14,0,far north west
2020-09-14,0,far north central
2020-09-14,0,far north east
2020-09-14,0,north west
2020-09-14,0,north central
2020-09-14,0,north east
2020-09-14,0,saskatoon
2020-09-14,0,central west
2020-09-14,0,central east
2020-09-14,0,regina
2020-09-14,0,south west
2020-09-14,0,south central
2020-09-14,0,south east
2020-09-15,0,far north west
2020-09-15,0,far north central
2020-09-15,0,far north east
2020-09-15,0,north west
2020-09-15,0,north central
2020-09-15,0,north east
2020-09-15,0,saskatoon
2020-09-15,0,central west
2020-09-15,0,central east
2020-09-15,0,regina
2020-09-15,0,south west
2020-09-15,0,south central
2020-09-15,0,south east
2020-09-16,0,far north west
2020-09-16,0,far north central
2020-09-16,0,far north east
2020-09-16,0,north west
2020-09-16,0,north central
2020-09-16,0,north east
2020-09-16,0,saskatoon
2020-09-16,0,central west
2020-09-16,0,central east
2020-09-16,0,regina
2020-09-16,0,south west
2020-09-16,0,south central
2020-09-16,0,south east
2020-09-17,0,far north west
2020-09-17,0,far north central
2020-09-17,0,far north east
2020-09-17,0,north west
2020-09-17,0,north central
2020-09-17,0,north east
2020-09-17,0,saskatoon
2020-09-17,0,central west
2020-09-17,0,central east
2020-09-17,0,regina
2020-09-17,0,south west
2020-09-17,0,south central
2020-09-17,0,south east
2020-09-18,0,far north west
2020-09-18,0,far north central
2020-09-18,0,far north east
2020-09-18,0,north west
2020-09-18,0,north central
2020-09-18,0,north east
2020-09-18,0,saskatoon
2020-09-18,0,central west
2020-09-18,0,central east
2020-09-18,0,regina
2020-09-18,0,south west
2020-09-18,0,south central
2020-09-18,0,south east
2020-09-19,0,far north west
2020-09-19,0,far north central
2020-09-19,0,far north east
2020-09-19,0,north west
2020-09-19,0,north central
2020-09-19,0,north east
2020-09-19,0,saskatoon
2020-09-19,0,central west
2020-09-19,0,central east
2020-09-19,0,regina
2020-09-19,0,south west
2020-09-19,0,south central
2020-09-19,0,south east
2020-09-20,0,far north west
2020-09-20,0,far north central
2020-09-20,0,far north east
2020-09-20,0,north west
2020-09-20,0,north central
2020-09-20,0,north east
2020-09-20,0,saskatoon
2020-09-20,0,central west
2020-09-20,0,central east
2020-09-20,0,regina
2020-09-20,0,south west
2020-09-20,0,south central
2020-09-20,0,south east
2020-09-21,0,far north west
2020-09-21,0,far north central
2020-09-21,0,far north east
2020-09-21,0,north west
2020-09-21,0,north central
2020-09-21,0,north east
2020-09-21,0,saskatoon
2020-09-21,0,central west
2020-09-21,0,central east
2020-09-21,0,regina
2020-09-21,0,south west
2020-09-21,0,south central
2020-09-21,0,south east
2020-09-22,0,far north west
2020-09-22,0,far north central
2020-09-22,0,far north east
2020-09-22,0,north west
2020-09-22,0,north central
2020-09-22,0,north east
2020-09-22,0,saskatoon
2020-09-22,0,central west
2020-09-22,0,central east
2020-09-22,0,regina
2020-09-22,0,south west
2020-09-22,0,south central
2020-09-22,0,south east
2020-09-23,0,far north west
2020-09-23,0,far north central
2020-09-23,0,far north east
2020-09-23,0,north west
2020-09-23,0,north central
2020-09-23,0,north east
2020-09-23,0,saskatoon
2020-09-23,0,central west
2020-09-23,0,central east
2020-09-23,0,regina
2020-09-23,0,south west
2020-09-23,0,south central
2020-09-23,0,south east
2020-09-24,0,far north west
2020-09-24,0,far north central
2020-09-24,0,far north east
2020-09-24,0,north west
2020-09-24,0,north central
2020-09-24,0,north east
2020-09-24,0,saskatoon
2020-09-24,0,central west
2020-09-24,0,central east
2020-09-24,0,regina
2020-09-24,0,south west
2020-09-24,0,south central
2020-09-24,0,south east
2020-09-25,0,far north west
2020-09-25,0,far north central
2020-09-25,0,far north east
2020-09-25,0,north west
2020-09-25,0,north central
2020-09-25,0,north east
2020-09-25,0,saskatoon
2020-09-25,0,central west
2020-09-25,0,central east
2020-09-25,0,regina
2020-09-25,0,south west
2020-09-25,0,south central
2020-09-25,0,south east
2020-09-26,0,far north west
2020-09-26,0,far north central
2020-09-26,0,far north east
2020-09-26,0,north west
2020-09-26,0,north central
2020-09-26,0,north east
2020-09-26,0,saskatoon
2020-09-26,0,central west
2020-09-26,0,central east
2020-09-26,0,regina
2020-09-26,0,south west
2020-09-26,0,south central
2020-09-26,0,south east
2020-09-27,0,far north west
2020-09-27,0,far north central
2020-09-27,0,far north east
2020-09-27,0,north west
2020-09-27,0,north central
2020-09-27,0,north east
2020-09-27,0,saskatoon
2020-09-27,0,central west
2020-09-27,0,central east
2020-09-27,0,regina
2020-09-27,0,south west
2020-09-27,0,south central
2020-09-27,0,south east
2020-09-28,0,far north west
2020-09-28,0,far north central
2020-09-28,0,far north east
2020-09-28,0,north west
2020-09-28,0,north central
2020-09-28,0,north east
2020-09-28,0,saskatoon
2020-09-28,0,central west
2020-09-28,0,central east
2020-09-28,0,regina
2020-09-28,0,south west
2020-09-28,0,south central
2020-09-28,0,south east
2020-09-29,0,far north west
2020-09-29,0,far north central
2020-09-29,0,far north east
2020-09-29,0,north west
2020-09-29,0,north central
2020-09-29,0,north east
2020-09-29,0,saskatoon
2020-09-29,0,central west
2020-09-29,0,central east
2020-09-29,0,regina
2020-09-29,0,south west
2020-09-29,0,south central
2020-09-29,0,south east
2020-09-30,0,far north west
2020-09-30,0,far north central
2020-09-30,0,far north east
2020-09-30,0,north west
2020-09-30,0,north central
2020-09-30,0,north east
2020-09-30,0,saskatoon
2020-09-30,0,central west
2020-09-30,0,central east
2020-09-30,0,regina
2020-09-30,0,south west
2020-09-30,0,south central
2020-09-30,0,south east
2020-10-01,0,far north west
2020-10-01,0,far north central
2020-10-01,0,far north east
2020-10-01,0,north west
2020-10-01,0,north central
2020-10-01,0,north east
2020-10-01,0,saskatoon
2020-10-01,0,central west
2020-10-01,0,central east
2020-10-01,0,regina
2020-10-01,0,south west
2020-10-01,0,south central
2020-10-01,0,south east
2020-10-02,0,far north west
2020-10-02,0,far north central
2020-10-02,0,far north east
2020-10-02,0,north west
2020-10-02,0,north central
2020-10-02,0,north east
2020-10-02,0,saskatoon
2020-10-02,0,central west
2020-10-02,0,central east
2020-10-02,0,regina
2020-10-02,0,south west
2020-10-02,0,south central
2020-10-02,0,south east
2020-10-03,0,far north west
2020-10-03,0,far north central
2020-10-03,0,far north east
2020-10-03,0,north west
2020-10-03,0,north central
2020-10-03,0,north east
2020-10-03,0,saskatoon
2020-10-03,0,central west
2020-10-03,0,central east
2020-10-03,0,regina
2020-10-03,0,south west
2020-10-03,0,south central
2020-10-03,0,south east
2020-10-04,0,far north west
2020-10-04,0,far north central
2020-10-04,0,far north east
2020-10-04,0,north west
2020-10-04,0,north central
2020-10-04,0,north east
2020-10-04,0,saskatoon
2020-10-04,0,central west
2020-10-04,0,central east
2020-10-04,0,regina
2020-10-04,0,south west
2020-10-04,0,south central
2020-10-04,0,south east
2020-10-05,0,far north west
2020-10-05,0,far north central
2020-10-05,0,far north east
2020-10-05,0,north west
2020-10-05,0,north central
2020-10-05,0,north east
2020-10-05,0,saskatoon
2020-10-05,0,central west
2020-10-05,0,central east
2020-10-05,0,regina
2020-10-05,0,south west
2020-10-05,0,south central
2020-10-05,0,south east
2020-10-06,0,far north west
2020-10-06,0,far north central
2020-10-06,0,far north east
2020-10-06,0,north west
2020-10-06,0,north central
2020-10-06,0,north east
2020-10-06,0,saskatoon
2020-10-06,0,central west
2020-10-06,0,central east
2020-10-06,0,regina
2020-10-06,0,south west
2020-10-06,0,south central
2020-10-06,0,south east
2020-10-07,0,far north west
2020-10-07,0,far north central
2020-10-07,0,far north east
2020-10-07,0,north west
2020-10-07,0,north central
2020-10-07,0,north east
2020-10-07,0,saskatoon
2020-10-07,0,central west
2020-10-07,0,central east
2020-10-07,0,regina
2020-10-07,0,south west
2020-10-07,0,south central
2020-10-07,0,south east
2020-10-08,0,far north west
2020-10-08,0,far north central
2020-10-08,0,far north east
2020-10-08,0,north west
2020-10-08,0,north central
2020-10-08,0,north east
2020-10-08,0,saskatoon
2020-10-08,0,central west
2020-10-08,0,central east
2020-10-08,0,regina
2020-10-08,0,south west
2020-10-08,0,south central
2020-10-08,0,south east
2020-10-09,0,far north west
2020-10-09,0,far north central
2020-10-09,0,far north east
2020-10-09,0,north west
2020-10-09,0,north central
2020-10-09,0,north east
2020-10-09,0,saskatoon
2020-10-09,0,central west
2020-10-09,0,central east
2020-10-09,0,regina
2020-10-09,0,south west
2020-10-09,0,south central
2020-10-09,0,south east
2020-10-10,0,far north west
2020-10-10,0,far north central
2020-10-10,0,far north east
2020-10-10,0,north west
2020-10-10,0,north central
2020-10-10,0,north east
2020-10-10,0,saskatoon
2020-10-10,0,central west
2020-10-10,0,central east
2020-10-10,0,regina
2020-10-10,0,south west
2020-10-10,0,south central
2020-10-10,0,south east
2020-10-11,0,far north west
2020-10-11,0,far north central
2020-10-11,0,far north east
2020-10-11,0,north west
2020-10-11,0,north central
2020-10-11,0,north east
2020-10-11,0,saskatoon
2020-10-11,0,central west
2020-10-11,0,central east
2020-10-11,0,regina
2020-10-11,0,south west
2020-10-11,0,south central
2020-10-11,0,south east
2020-10-12,0,far north west
2020-10-12,0,far north central
2020-10-12,0,far north east
2020-10-12,0,north west
2020-10-12,0,north central
2020-10-12,0,north east
2020-10-12,0,saskatoon
2020-10-12,0,central west
2020-10-12,0,central east
2020-10-12,0,regina
2020-10-12,0,south west
2020-10-12,0,south central
2020-10-12,0,south east
2020-10-13,0,far north west
2020-10-13,0,far north central
2020-10-13,0,far north east
2020-10-13,0,north west
2020-10-13,0,north central
2020-10-13,0,north east
2020-10-13,0,saskatoon
2020-10-13,0,central west
2020-10-13,0,central east
2020-10-13,0,regina
2020-10-13,0,south west
2020-10-13,0,south central
2020-10-13,0,south east
2020-10-14,0,far north west
2020-10-14,0,far north central
2020-10-14,0,far north east
2020-10-14,0,north west
2020-10-14,0,north central
2020-10-14,0,north east
2020-10-14,0,saskatoon
2020-10-14,0,central west
2020-10-14,0,central east
2020-10-14,0,regina
2020-10-14,0,south west
2020-10-14,0,south central
2020-10-14,0,south east
2020-10-15,0,far north west
2020-10-15,0,far north central
2020-10-15,0,far north east
2020-10-15,0,north west
2020-10-15,0,north central
2020-10-15,0,north east
2020-10-15,0,saskatoon
2020-10-15,0,central west
2020-10-15,0,central east
2020-10-15,0,regina
2020-10-15,0,south west
2020-10-15,0,south central
2020-10-15,0,south east
2020-10-16,0,far north west
2020-10-16,0,far north central
2020-10-16,0,far north east
2020-10-16,0,north west
2020-10-16,0,north central
2020-10-16,0,north east
2020-10-16,0,saskatoon
2020-10-16,0,central west
2020-10-16,0,central east
2020-10-16,0,regina
2020-10-16,0,south west
2020-10-16,0,south central
2020-10-16,0,south east
2020-10-17,0,far north west
2020-10-17,0,far north central
2020-10-17,0,far north east
2020-10-17,0,north west
2020-10-17,0,north central
2020-10-17,0,north east
2020-10-17,0,saskatoon
2020-10-17,0,central west
2020-10-17,0,central east
2020-10-17,0,regina
2020-10-17,0,south west
2020-10-17,0,south central
2020-10-17,0,south east
2020-10-18,0,far north west
2020-10-18,0,far north central
2020-10-18,0,far north east
2020-10-18,0,north west
2020-10-18,0,north central
2020-10-18,0,north east
2020-10-18,0,saskatoon
2020-10-18,0,central west
2020-10-18,0,central east
2020-10-18,0,regina
2020-10-18,0,south west
2020-10-18,0,south central
2020-10-18,0,south east
2020-10-19,0,far north west
2020-10-19,0,far north central
2020-10-19,0,far north east
2020-10-19,0,north west
2020-10-19,0,north central
2020-10-19,0,north east
2020-10-19,0,saskatoon
2020-10-19,0,central west
2020-10-19,0,central east
2020-10-19,0,regina
2020-10-19,0,south west
2020-10-19,0,south central
2020-10-19,0,south east
2020-10-20,0,far north west
2020-10-20,0,far north central
2020-10-20,0,far north east
2020-10-20,0,north west
2020-10-20,0,north central
2020-10-20,0,north east
2020-10-20,0,saskatoon
2020-10-20,0,central west
2020-10-20,0,central east
2020-10-20,0,regina
2020-10-20,0,south west
2020-10-20,0,south central
2020-10-20,0,south east
2020-10-21,0,far north west
2020-10-21,0,far north central
2020-10-21,0,far north east
2020-10-21,0,north west
2020-10-21,0,north central
2020-10-21,0,north east
2020-10-21,0,saskatoon
2020-10-21,0,central west
2020-10-21,0,central east
2020-10-21,0,regina
2020-10-21,0,south west
2020-10-21,0,south central
2020-10-21,0,south east
2020-10-22,0,far north west
2020-10-22,0,far north central
2020-10-22,0,far north east
2020-10-22,0,north west
2020-10-22,0,north central
2020-10-22,0,north east
2020-10-22,0,saskatoon
2020-10-22,0,central west
2020-10-22,0,central east
2020-10-22,0,regina
2020-10-22,0,south west
2020-10-22,0,south central
2020-10-22,0,south east
2020-10-23,0,far north west
2020-10-23,0,far north central
2020-10-23,0,far north east
2020-10-23,0,north west
2020-10-23,0,north central
2020-10-23,0,north east
2020-10-23,0,saskatoon
2020-10-23,0,central west
2020-10-23,0,central east
2020-10-23,0,regina
2020-10-23,0,south west
2020-10-23,0,south central
2020-10-23,0,south east
2020-10-24,0,far north west
2020-10-24,0,far north central
2020-10-24,0,far north east
2020-10-24,0,north west
2020-10-24,0,north central
2020-10-24,0,north east
2020-10-24,0,saskatoon
2020-10-24,0,central west
2020-10-24,0,central east
2020-10-24,0,regina
2020-10-24,0,south west
2020-10-24,0,south central
2020-10-24,0,south east
2020-10-25,0,far north west
2020-10-25,0,far north central
2020-10-25,0,far north east
2020-10-25,0,north west
2020-10-25,0,north central
2020-10-25,0,north east
2020-10-25,0,saskatoon
2020-10-25,0,central west
2020-10-25,0,central east
2020-10-25,0,regina
2020-10-25,0,south west
2020-10-25,0,south central
2020-10-25,0,south east
2020-10-26,0,far north west
2020-10-26,0,far north central
2020-10-26,0,far north east
2020-10-26,0,north west
2020-10-26,0,north central
2020-10-26,0,north east
2020-10-26,0,saskatoon
2020-10-26,0,central west
2020-10-26,0,central east
2020-10-26,0,regina
2020-10-26,0,south west
2020-10-26,0,south central
2020-10-26,0,south east
2020-10-27,0,far north west
2020-10-27,0,far north central
2020-10-27,0,far north east
2020-10-27,0,north west
2020-10-27,0,north central
2020-10-27,0,north east
2020-10-27,0,saskatoon
2020-10-27,0,central west
2020-10-27,0,central east
2020-10-27,0,regina
2020-10-27,0,south west
2020-10-27,0,south central
2020-10-27,0,south east
2020-10-28,0,far north west
2020-10-28,0,far north central
2020-10-28,0,far north east
2020-10-28,0,north west
2020-10-28,0,north central
2020-10-28,0,north east
2020-10-28,0,saskatoon
2020-10-28,0,central west
2020-10-28,0,central east
2020-10-28,0,regina
2020-10-28,0,south west
2020-10-28,0,south central
2020-10-28,0,south east
2020-10-29,0,far north west
2020-10-29,0,far north central
2020-10-29,0,far north east
