Date,Region,"Total Cases","Active Cases","Inpatient Hospitalizations","ICU Hospitalizations","Recovered Cases",Deaths,"New Cases","Age 4 and Under","Age 5 to 11","Age 12 to 19","Age 20 to 39","Ages 40 to 59","Age 60 to 79","Age 80+"
2021/07/04,"South East",,6,,,,,1,,,,,,,
2021/07/04,"South East",,2,,,,,0,,,,,,,
2021/07/04,Total,48958,396,53,10,47994,568,30,,,,17720,11946,5172,1481
2021/07/05,"Far North West",2678,48,0,0,2593,30,1,,,,,,,
2021/07/05,"Far North West",,7,,,,,0,,,,,,,
2021/07/05,"Far North Central",364,3,0,0,358,3,0,,,,,,,
2021/07/05,"Far North East",2253,28,0,0,2206,18,3,,,,,,,
2021/07/05,"Far North East",,1,,,,,0,,,,,,,
2021/07/05,"North West",4696,2,4,1,4571,78,0,,,,,,,
2021/07/05,"North West",,28,,,,,0,,,,,,,
2021/07/05,"North West",,10,,,,,0,,,,,,,
2021/07/05,"North West",,7,,,,,0,,,,,,,
2021/07/05,"North Central",4507,5,7,2,4419,58,1,,,,,,,
2021/07/05,"North Central",,25,,,,,0,,,,,,,
2021/07/05,"North Central",,0,,,,,0,,,,,,,
2021/07/05,"North East",1603,2,0,0,1586,12,2,,,,,,,
2021/07/05,"North East",,1,,,,,1,,,,,,,
2021/07/05,"North East",,2,,,,,0,,,,,,,
2021/07/05,Saskatoon,11616,67,24,4,11434,115,1,,,,,,,
2021/07/05,"Central West",825,5,1,0,813,6,0,,,,,,,
2021/07/05,"Central West",,1,,,,,0,,,,,,,
2021/07/05,"Central East",2412,3,2,0,2385,19,0,,,,,,,
2021/07/05,"Central East",,2,,,,,0,,,,,,,
2021/07/05,"Central East",,1,,,,,0,,,,,,,
2021/07/05,"Central East",,0,,,,,0,,,,,,,
2021/07/05,"Central East",,2,,,,,0,,,,,,,
2021/07/05,Regina,12107,73,11,4,11882,152,9,,,,,,,
2021/07/05,"South West",1119,0,0,0,1111,6,0,,,,,,,
2021/07/05,"South West",,2,,,,,0,,,,,,,
2021/07/05,"South Central",1912,0,4,0,1881,23,0,,,,,,,
2021/07/05,"South Central",,8,,,,,0,,,,,,,
2021/07/05,"South East",2743,9,1,0,2679,48,0,,,,,,,
2021/07/05,"South East",,0,,,,,0,,,,,,,
2021/07/05,"South East",,5,,,,,0,,,,,,,
2021/07/05,"South East",,2,,,,,0,,,,,,,
2021/07/05,Total,48978,360,54,11,48050,568,20,,,,17730,11948,5174,1481
2021/07/06,"Far North West",2683,44,0,0,2603,30,5,,,,,,,
2021/07/06,"Far North West",,6,,,,,0,,,,,,,
2021/07/06,"Far North Central",365,4,0,0,358,3,1,,,,,,,
2021/07/06,"Far North East",2253,26,0,0,2208,18,0,,,,,,,
2021/07/06,"Far North East",,1,,,,,0,,,,,,,
2021/07/06,"North West",4698,2,3,1,4582,79,0,,,,,,,
2021/07/06,"North West",,20,,,,,1,,,,,,,
2021/07/06,"North West",,8,,,,,0,,,,,,,
2021/07/06,"North West",,7,,,,,1,,,,,,,
2021/07/06,"North Central",4511,6,8,2,4422,58,2,,,,,,,
2021/07/06,"North Central",,25,,,,,2,,,,,,,
2021/07/06,"North Central",,0,,,,,0,,,,,,,
2021/07/06,"North East",1603,2,0,0,1586,12,0,,,,,,,
2021/07/06,"North East",,1,,,,,0,,,,,,,
2021/07/06,"North East",,2,,,,,0,,,,,,,
2021/07/06,Saskatoon,11616,52,24,4,11449,115,0,,,,,,,
2021/07/06,"Central West",825,2,0,0,816,6,0,,,,,,,
2021/07/06,"Central West",,1,,,,,0,,,,,,,
2021/07/06,"Central East",2412,3,2,0,2386,19,0,,,,,,,
2021/07/06,"Central East",,1,,,,,0,,,,,,,
2021/07/06,"Central East",,1,,,,,0,,,,,,,
2021/07/06,"Central East",,0,,,,,0,,,,,,,
2021/07/06,"Central East",,2,,,,,0,,,,,,,
2021/07/06,Regina,12109,68,11,3,11889,152,2,,,,,,,
2021/07/06,"South West",1119,0,0,0,1111,6,0,,,,,,,
2021/07/06,"South West",,2,,,,,0,,,,,,,
2021/07/06,"South Central",1912,0,3,0,1883,23,0,,,,,,,
2021/07/06,"South Central",,6,,,,,0,,,,,,,
2021/07/06,"South East",2743,4,1,0,2685,48,0,,,,,,,
2021/07/06,"South East",,0,,,,,0,,,,,,,
2021/07/06,"South East",,4,,,,,0,,,,,,,
2021/07/06,"South East",,2,,,,,0,,,,,,,
2021/07/06,Total,48992,313,52,10,48110,569,14,,,,17739,11950,5174,1481
2021/07/07,"Far North West",2688,43,0,0,2609,30,5,,,,,,,
2021/07/07,"Far North West",,6,,,,,0,,,,,,,
2021/07/07,"Far North Central",365,3,0,0,359,3,0,,,,,,,
2021/07/07,"Far North East",2255,24,0,0,2213,18,3,,,,,,,
2021/07/07,"Far North East",,0,,,,,0,,,,,,,
2021/07/07,"North West",4698,1,4,1,4583,80,0,,,,,,,
2021/07/07,"North West",,19,,,,,1,,,,,,,
2021/07/07,"North West",,8,,,,,0,,,,,,,
2021/07/07,"North West",,7,,,,,0,,,,,,,
2021/07/07,"North Central",4516,6,7,2,4428,58,0,,,,,,,
2021/07/07,"North Central",,24,,,,,5,,,,,,,
2021/07/07,"North Central",,0,,,,,0,,,,,,,
2021/07/07,"North East",1603,2,0,0,1586,12,0,,,,,,,
2021/07/07,"North East",,1,,,,,0,,,,,,,
2021/07/07,"North East",,2,,,,,0,,,,,,,
2021/07/07,Saskatoon,11622,54,23,4,11453,115,6,,,,,,,
2021/07/07,"Central West",828,2,1,0,817,6,0,,,,,,,
2021/07/07,"Central West",,3,,,,,3,,,,,,,
2021/07/07,"Central East",2412,1,3,0,2389,19,0,,,,,,,
2021/07/07,"Central East",,0,,,,,0,,,,,,,
2021/07/07,"Central East",,1,,,,,0,,,,,,,
2021/07/07,"Central East",,0,,,,,0,,,,,,,
2021/07/07,"Central East",,2,,,,,0,,,,,,,
2021/07/07,Regina,12119,72,12,3,11895,152,13,,,,,,,
2021/07/07,"South West",1129,0,0,0,1111,6,0,,,,,,,
2021/07/07,"South West",,12,,,,,10,,,,,,,
2021/07/07,"South Central",1912,0,3,0,1884,23,0,,,,,,,
2021/07/07,"South Central",,5,,,,,0,,,,,,,
2021/07/07,"South East",2744,3,1,0,2688,48,0,,,,,,,
2021/07/07,"South East",,0,,,,,0,,,,,,,
2021/07/07,"South East",,3,,,,,0,,,,,,,
2021/07/07,"South East",,2,,,,,0,,,,,,,
2021/07/07,Total,49039,319,54,10,48150,570,53,,,,17753,11959,5179,1481
2021/07/08,"Far North West",2691,43,0,0,2611,30,2,,,,,,,
2021/07/08,"Far North West",,7,,,,,0,,,,,,,
2021/07/08,"Far North Central",368,6,0,0,359,3,3,,,,,,,
2021/07/08,"Far North East",2313,80,0,0,2215,18,58,,,,,,,
2021/07/08,"Far North East",,0,,,,,0,,,,,,,
2021/07/08,"North West",4703,1,4,1,4586,80,0,,,,,,,
2021/07/08,"North West",,20,,,,,1,,,,,,,
2021/07/08,"North West",,9,,,,,0,,,,,,,
2021/07/08,"North West",,7,,,,,1,,,,,,,
2021/07/08,"North Central",4519,7,7,3,4429,58,0,,,,,,,
2021/07/08,"North Central",,25,,,,,2,,,,,,,
2021/07/08,"North Central",,0,,,,,0,,,,,,,
2021/07/08,"North East",1603,2,0,0,1586,12,0,,,,,,,
2021/07/08,"North East",,1,,,,,0,,,,,,,
2021/07/08,"North East",,2,,,,,0,,,,,,,
2021/07/08,Saskatoon,11638,67,21,4,11456,115,16,,,,,,,
2021/07/08,"Central West",829,3,1,0,817,6,1,,,,,,,
2021/07/08,"Central West",,3,,,,,0,,,,,,,
2021/07/08,"Central East",2414,1,3,0,2390,19,1,,,,,,,
2021/07/08,"Central East",,0,,,,,0,,,,,,,
2021/07/08,"Central East",,1,,,,,0,,,,,,,
2021/07/08,"Central East",,1,,,,,1,,,,,,,
2021/07/08,"Central East",,2,,,,,0,,,,,,,
2021/07/08,Regina,12131,80,11,3,11899,152,12,,,,,,,
2021/07/08,"South West",1129,0,1,0,1111,6,0,,,,,,,
2021/07/08,"South West",,12,,,,,0,,,,,,,
2021/07/08,"South Central",1912,0,1,0,1884,23,0,,,,,,,
2021/07/08,"South Central",,5,,,,,0,,,,,,,
2021/07/08,"South East",2744,0,2,0,2691,48,0,,,,,,,
2021/07/08,"South East",,0,,,,,0,,,,,,,
2021/07/08,"South East",,3,,,,,0,,,,,,,
2021/07/08,"South East",,2,,,,,0,,,,,,,
2021/07/08,Total,49152,415,51,11,48167,570,115,,,,17795,11978,5187,1481
2021/07/09,"Far North West",2696,40,0,0,2619,30,4,,,,,,,
2021/07/09,"Far North West",,7,,,,,0,,,,,,,
2021/07/09,"Far North Central",368,6,0,0,359,3,0,,,,,,,
2021/07/09,"Far North East",2329,93,0,0,2218,18,4,,,,,,,
2021/07/09,"Far North East",,0,,,,,0,,,,,,,
2021/07/09,"North West",4711,2,6,0,4600,81,1,,,,,,,
2021/07/09,"North West",,18,,,,,1,,,,,,,
2021/07/09,"North West",,5,,,,,0,,,,,,,
2021/07/09,"North West",,5,,,,,1,,,,,,,
2021/07/09,"North Central",4528,11,6,2,4438,58,0,,,,,,,
2021/07/09,"North Central",,19,,,,,3,,,,,,,
2021/07/09,"North Central",,2,,,,,2,,,,,,,
2021/07/09,"North East",1605,3,0,0,1586,12,1,,,,,,,
2021/07/09,"North East",,2,,,,,1,,,,,,,
2021/07/09,"North East",,2,,,,,0,,,,,,,
2021/07/09,Saskatoon,11643,63,20,4,11465,115,4,,,,,,,
2021/07/09,"Central West",829,1,1,0,819,6,0,,,,,,,
2021/07/09,"Central West",,3,,,,,0,,,,,,,
2021/07/09,"Central East",2415,1,1,0,2390,19,0,,,,,,,
2021/07/09,"Central East",,1,,,,,0,,,,,,,
2021/07/09,"Central East",,1,,,,,0,,,,,,,
2021/07/09,"Central East",,1,,,,,0,,,,,,,
2021/07/09,"Central East",,2,,,,,0,,,,,,,
2021/07/09,Regina,12136,72,14,4,11912,152,5,,,,,,,
2021/07/09,"South West",1133,0,0,0,1111,6,0,,,,,,,
2021/07/09,"South West",,16,,,,,4,,,,,,,
2021/07/09,"South Central",1913,0,1,0,1884,23,0,,,,,,,
2021/07/09,"South Central",,6,,,,,0,,,,,,,
2021/07/09,"South East",2748,4,2,0,2691,48,4,,,,,,,
2021/07/09,"South East",,0,,,,,0,,,,,,,
2021/07/09,"South East",,3,,,,,0,,,,,,,
2021/07/09,"South East",,2,,,,,0,,,,,,,
2021/07/09,Total,49198,403,51,10,48224,571,37,,,,17810,11986,5189,1481
2021/07/10,"Far North West",2704,41,0,0,2626,30,7,,,,,,,
2021/07/10,"Far North West",,7,,,,,0,,,,,,,
2021/07/10,"Far North Central",368,6,0,0,359,3,0,,,,,,,
2021/07/10,"Far North East",2338,101,0,0,2219,18,9,,,,,,,
2021/07/10,"Far North East",,0,,,,,0,,,,,,,
2021/07/10,"North West",4712,2,8,0,4606,81,0,,,,,,,
2021/07/10,"North West",,12,,,,,0,,,,,,,
2021/07/10,"North West",,6,,,,,1,,,,,,,
2021/07/10,"North West",,5,,,,,0,,,,,,,
2021/07/10,"North Central",4529,11,6,1,4439,59,0,,,,,,,
2021/07/10,"North Central",,18,,,,,1,,,,,,,
2021/07/10,"North Central",,2,,,,,0,,,,,,,
2021/07/10,"North East",1606,4,0,0,1587,12,1,,,,,,,
2021/07/10,"North East",,2,,,,,0,,,,,,,
2021/07/10,"North East",,1,,,,,0,,,,,,,
2021/07/10,Saskatoon,11648,57,21,4,11476,115,5,,,,,,,
2021/07/10,"Central West",829,1,1,0,819,6,0,,,,,,,
2021/07/10,"Central West",,3,,,,,0,,,,,,,
2021/07/10,"Central East",2415,1,0,0,2391,19,0,,,,,,,
2021/07/10,"Central East",,1,,,,,0,,,,,,,
2021/07/10,"Central East",,1,,,,,0,,,,,,,
2021/07/10,"Central East",,1,,,,,0,,,,,,,
2021/07/10,"Central East",,1,,,,,0,,,,,,,
2021/07/10,Regina,12144,78,16,4,11914,152,8,,,,,,,
2021/07/10,"South West",1133,0,0,0,1111,6,0,,,,,,,
2021/07/10,"South West",,16,,,,,0,,,,,,,
2021/07/10,"South Central",1914,0,0,0,1884,23,0,,,,,,,
2021/07/10,"South Central",,7,,,,,1,,,,,,,
2021/07/10,"South East",2754,6,0,0,2692,48,2,,,,,,,
2021/07/10,"South East",,0,,,,,0,,,,,,,
2021/07/10,"South East",,6,,,,,3,,,,,,,
2021/07/10,"South East",,2,,,,,1,,,,,,,
2021/07/10,Total,49240,414,52,9,48254,572,43,,,,17826,11990,5193,1481
2021/07/11,"Far North West",2706,40,0,0,2630,30,2,,,,,,,
2021/07/11,"Far North West",,6,,,,,0,,,,,,,
2021/07/11,"Far North Central",369,6,0,0,360,3,1,,,,,,,
2021/07/11,"Far North East",2343,106,0,0,2219,18,5,,,,,,,
2021/07/11,"Far North East",,0,,,,,0,,,,,,,
2021/07/11,"North West",4713,2,8,0,4613,81,0,,,,,,,
2021/07/11,"North West",,9,,,,,0,,,,,,,
2021/07/11,"North West",,3,,,,,0,,,,,,,
2021/07/11,"North West",,5,,,,,0,,,,,,,
2021/07/11,"North Central",4530,7,5,0,4445,59,0,,,,,,,
2021/07/11,"North Central",,16,,,,,0,,,,,,,
2021/07/11,"North Central",,3,,,,,1,,,,,,,
2021/07/11,"North East",1606,4,0,0,1588,12,0,,,,,,,
2021/07/11,"North East",,2,,,,,0,,,,,,,
2021/07/11,"North East",,0,,,,,0,,,,,,,
2021/07/11,Saskatoon,11653,56,19,3,11482,115,4,,,,,,,
2021/07/11,"Central West",829,1,0,0,819,6,0,,,,,,,
2021/07/11,"Central West",,3,,,,,0,,,,,,,
2021/07/11,"Central East",2416,1,0,0,2392,19,0,,,,,,,
2021/07/11,"Central East",,1,,,,,0,,,,,,,
2021/07/11,"Central East",,1,,,,,0,,,,,,,
2021/07/11,"Central East",,2,,,,,1,,,,,,,
2021/07/11,"Central East",,0,,,,,0,,,,,,,
2021/07/11,Regina,12147,77,16,3,11917,153,3,,,,,,,
2021/07/11,"South West",1133,0,0,0,1111,6,0,,,,,,,
2021/07/11,"South West",,16,,,,,0,,,,,,,
2021/07/11,"South Central",1914,0,0,0,1887,23,0,,,,,,,
2021/07/11,"South Central",,4,,,,,0,,,,,,,
2021/07/11,"South East",2756,6,0,0,2693,48,0,,,,,,,
2021/07/11,"South East",,0,,,,,0,,,,,,,
2021/07/11,"South East",,6,,,,,1,,,,,,,
2021/07/11,"South East",,3,,,,,0,,,,,,,
2021/07/11,Total,49260,399,48,6,48288,573,20,,,,17834,11994,5195,1481
2021/07/12,"Far North West",2709,38,0,0,2635,30,3,,,,,,,
2021/07/12,"Far North West",,6,,,,,0,,,,,,,
2021/07/12,"Far North Central",369,5,0,0,361,3,0,,,,,,,
2021/07/12,"Far North East",2345,108,0,0,2219,18,2,,,,,,,
2021/07/12,"Far North East",,0,,,,,0,,,,,,,
2021/07/12,"North West",4713,2,6,1,4614,81,0,,,,,,,
2021/07/12,"North West",,8,,,,,0,,,,,,,
2021/07/12,"North West",,3,,,,,0,,,,,,,
2021/07/12,"North West",,5,,,,,0,,,,,,,
2021/07/12,"North Central",4533,7,5,0,4446,59,0,,,,,,,
2021/07/12,"North Central",,18,,,,,3,,,,,,,
2021/07/12,"North Central",,3,,,,,0,,,,,,,
2021/07/12,"North East",1608,6,0,0,1588,12,2,,,,,,,
2021/07/12,"North East",,2,,,,,0,,,,,,,
2021/07/12,"North East",,0,,,,,0,,,,,,,
2021/07/12,Saskatoon,11660,59,20,4,11486,115,7,,,,,,,
2021/07/12,"Central West",829,1,0,0,819,6,0,,,,,,,
2021/07/12,"Central West",,3,,,,,0,,,,,,,
2021/07/12,"Central East",2416,1,1,0,2393,19,0,,,,,,,
2021/07/12,"Central East",,1,,,,,0,,,,,,,
2021/07/12,"Central East",,0,,,,,0,,,,,,,
2021/07/12,"Central East",,2,,,,,0,,,,,,,
2021/07/12,"Central East",,0,,,,,0,,,,,,,
2021/07/12,Regina,12148,71,15,4,11924,153,1,,,,,,,
2021/07/12,"South West",1133,0,0,0,1112,6,0,,,,,,,
2021/07/12,"South West",,15,,,,,0,,,,,,,
2021/07/12,"South Central",1914,0,0,0,1887,23,0,,,,,,,
2021/07/12,"South Central",,4,,,,,0,,,,,,,
2021/07/12,"South East",2757,6,1,0,2693,48,0,,,,,,,
2021/07/12,"South East",,0,,,,,0,,,,,,,
2021/07/12,"South East",,7,,,,,1,,,,,,,
2021/07/12,"South East",,3,,,,,0,,,,,,,
2021/07/12,Total,49279,397,48,9,48309,573,20,,,,17843,11998,5195,1481
2021/07/13,"Far North West",2714,41,0,0,2642,30,5,,,,,,,
2021/07/13,"Far North West",,1,,,,,0,,,,,,,
2021/07/13,"Far North Central",369,5,0,0,361,3,0,,,,,,,
2021/07/13,"Far North East",2355,104,0,0,2233,18,10,,,,,,,
2021/07/13,"Far North East",,0,,,,,0,,,,,,,
2021/07/13,"North West",4715,1,5,1,4618,81,0,,,,,,,
2021/07/13,"North West",,8,,,,,1,,,,,,,
2021/07/13,"North West",,2,,,,,0,,,,,,,
2021/07/13,"North West",,5,,,,,2,,,,,,,
2021/07/13,"North Central",4533,7,5,1,4448,59,0,,,,,,,
2021/07/13,"North Central",,16,,,,,0,,,,,,,
2021/07/13,"North Central",,3,,,,,0,,,,,,,
2021/07/13,"North East",1608,6,0,0,1588,12,0,,,,,,,
2021/07/13,"North East",,2,,,,,0,,,,,,,
2021/07/13,"North East",,0,,,,,0,,,,,,,
2021/07/13,Saskatoon,11662,54,20,4,11493,115,2,,,,,,,
2021/07/13,"Central West",829,1,0,0,819,6,0,,,,,,,
2021/07/13,"Central West",,3,,,,,0,,,,,,,
2021/07/13,"Central East",2417,1,2,0,2392,19,0,,,,,,,
2021/07/13,"Central East",,1,,,,,0,,,,,,,
2021/07/13,"Central East",,0,,,,,0,,,,,,,
2021/07/13,"Central East",,3,,,,,1,,,,,,,
2021/07/13,"Central East",,1,,,,,1,,,,,,,
2021/07/13,Regina,12149,63,13,4,11933,153,1,,,,,,,
2021/07/13,"South West",1134,0,0,0,1113,6,0,,,,,,,
2021/07/13,"South West",,15,,,,,1,,,,,,,
2021/07/13,"South Central",1914,0,0,0,1889,23,0,,,,,,,
2021/07/13,"South Central",,2,,,,,0,,,,,,,
2021/07/13,"South East",2760,7,2,0,2695,48,1,,,,,,,
2021/07/13,"South East",,0,,,,,0,,,,,,,
2021/07/13,"South East",,8,,,,,2,,,,,,,
2021/07/13,"South East",,2,,,,,0,,,,,,,
2021/07/13,Total,49304,375,47,10,48356,573,28,,,,17851,12004,5197,1481
2021/07/14,"Far North West",2716,36,0,0,2649,30,2,,,,,,,
2021/07/14,"Far North West",,1,,,,,0,,,,,,,
2021/07/14,"Far North Central",369,5,0,0,361,3,0,,,,,,,
2021/07/14,"Far North East",2357,102,1,0,2237,18,2,,,,,,,
2021/07/14,"Far North East",,0,,,,,0,,,,,,,
2021/07/14,"North West",4716,1,4,1,4621,81,0,,,,,,,
2021/07/14,"North West",,5,,,,,0,,,,,,,
2021/07/14,"North West",,3,,,,,1,,,,,,,
2021/07/14,"North West",,5,,,,,0,,,,,,,
2021/07/14,"North Central",4534,7,3,1,4448,59,0,,,,,,,
2021/07/14,"North Central",,16,,,,,0,,,,,,,
2021/07/14,"North Central",,4,,,,,1,,,,,,,
2021/07/14,"North East",1608,6,0,0,1588,12,0,,,,,,,
2021/07/14,"North East",,2,,,,,0,,,,,,,
2021/07/14,"North East",,0,,,,,0,,,,,,,
2021/07/14,Saskatoon,11665,49,22,3,11501,115,3,,,,,,,
2021/07/14,"Central West",829,1,0,0,819,6,0,,,,,,,
2021/07/14,"Central West",,3,,,,,0,,,,,,,
2021/07/14,"Central East",2417,1,1,0,2393,19,0,,,,,,,
2021/07/14,"Central East",,0,,,,,0,,,,,,,
2021/07/14,"Central East",,0,,,,,0,,,,,,,
2021/07/14,"Central East",,3,,,,,0,,,,,,,
2021/07/14,"Central East",,1,,,,,0,,,,,,,
2021/07/14,Regina,12155,60,12,4,11942,153,6,,,,,,,
2021/07/14,"South West",1134,0,0,0,1113,6,0,,,,,,,
2021/07/14,"South West",,15,,,,,0,,,,,,,
2021/07/14,"South Central",1914,0,0,0,1889,23,0,,,,,,,
2021/07/14,"South Central",,2,,,,,0,,,,,,,
2021/07/14,"South East",2763,8,2,0,2696,48,1,,,,,,,
2021/07/14,"South East",,1,,,,,1,,,,,,,
2021/07/14,"South East",,7,,,,,0,,,,,,,
2021/07/14,"South East",,3,,,,,1,,,,,,,
2021/07/14,Total,49322,363,45,9,48386,573,21,,,,17858,12012,5197,1481
2021/07/15,"Far North West",2720,38,0,0,2651,30,3,,,,,,,
2021/07/15,"Far North West",,1,,,,,0,,,,,,,
2021/07/15,"Far North Central",370,6,0,0,361,3,1,,,,,,,
2021/07/15,"Far North East",2362,98,1,0,2246,18,5,,,,,,,
2021/07/15,"Far North East",,0,,,,,0,,,,,,,
2021/07/15,"North West",4719,1,2,0,4620,81,0,,,,,,,
2021/07/15,"North West",,8,,,,,3,,,,,,,
2021/07/15,"North West",,3,,,,,0,,,,,,,
2021/07/15,"North West",,6,,,,,1,,,,,,,
2021/07/15,"North Central",4534,6,2,1,4449,59,0,,,,,,,
2021/07/15,"North Central",,16,,,,,0,,,,,,,
2021/07/15,"North Central",,4,,,,,0,,,,,,,
2021/07/15,"North East",1609,5,0,0,1591,12,1,,,,,,,
2021/07/15,"North East",,1,,,,,0,,,,,,,
2021/07/15,"North East",,0,,,,,0,,,,,,,
2021/07/15,Saskatoon,11665,49,18,5,11501,115,1,,,,,,,
2021/07/15,"Central West",833,5,0,0,819,6,4,,,,,,,
2021/07/15,"Central West",,3,,,,,0,,,,,,,
2021/07/15,"Central East",2418,1,1,0,2393,19,0,,,,,,,
2021/07/15,"Central East",,1,,,,,1,,,,,,,
2021/07/15,"Central East",,0,,,,,0,,,,,,,
2021/07/15,"Central East",,3,,,,,0,,,,,,,
2021/07/15,"Central East",,1,,,,,0,,,,,,,
2021/07/15,Regina,12158,55,16,3,11950,153,4,,,,,,,
2021/07/15,"South West",1134,0,0,0,1112,6,0,,,,,,,
2021/07/15,"South West",,16,,,,,1,,,,,,,
2021/07/15,"South Central",1914,0,0,0,1889,23,0,,,,,,,
2021/07/15,"South Central",,2,,,,,0,,,,,,,
2021/07/15,"South East",2764,8,3,0,2696,48,0,,,,,,,
2021/07/15,"South East",,1,,,,,0,,,,,,,
2021/07/15,"South East",,8,,,,,1,,,,,,,
2021/07/15,"South East",,3,,,,,0,,,,,,,
2021/07/15,Total,49341,373,43,9,48395,573,33,,,,17869,12012,5197,1481
2021/07/16,"Far North West",2723,35,0,0,2656,30,2,,,,,,,
2021/07/16,"Far North West",,2,,,,,1,,,,,,,
2021/07/16,"Far North Central",372,7,0,0,362,3,0,,,,,,,
2021/07/16,"Far North East",2363,99,1,0,2245,19,1,,,,,,,
2021/07/16,"Far North East",,0,,,,,0,,,,,,,
2021/07/16,"North West",4722,2,3,0,4621,82,1,,,,,,,
2021/07/16,"North West",,9,,,,,1,,,,,,,
2021/07/16,"North West",,3,,,,,0,,,,,,,
2021/07/16,"North West",,5,,,,,0,,,,,,,
2021/07/16,"North Central",4536,4,2,1,4453,59,0,,,,,,,
2021/07/16,"North Central",,15,,,,,1,,,,,,,
2021/07/16,"North Central",,5,,,,,1,,,,,,,
2021/07/16,"North East",1609,5,0,0,1591,12,0,,,,,,,
2021/07/16,"North East",,1,,,,,0,,,,,,,
2021/07/16,"North East",,0,,,,,0,,,,,,,
2021/07/16,Saskatoon,11669,53,18,5,11501,115,3,,,,,,,
2021/07/16,"Central West",833,5,0,0,819,6,0,,,,,,,
2021/07/16,"Central West",,3,,,,,0,,,,,,,
2021/07/16,"Central East",2421,1,1,0,2393,19,0,,,,,,,
2021/07/16,"Central East",,2,,,,,1,,,,,,,
2021/07/16,"Central East",,1,,,,,1,,,,,,,
2021/07/16,"Central East",,3,,,,,0,,,,,,,
2021/07/16,"Central East",,2,,,,,1,,,,,,,
2021/07/16,Regina,12162,57,17,3,11952,153,4,,,,,,,
2021/07/16,"South West",1134,0,0,0,1112,6,0,,,,,,,
2021/07/16,"South West",,16,,,,,0,,,,,,,
2021/07/16,"South Central",1914,0,0,0,1889,23,0,,,,,,,
2021/07/16,"South Central",,2,,,,,0,,,,,,,
2021/07/16,"South East",2765,8,2,0,2696,48,0,,,,,,,
2021/07/16,"South East",,1,,,,,0,,,,,,,
2021/07/16,"South East",,8,,,,,0,,,,,,,
2021/07/16,"South East",,4,,,,,1,,,,,,,
2021/07/16,Total,49362,380,44,9,48407,575,25,,,,17879,12017,5198,1483
2021/07/17,"Far North West",2724,31,0,0,2662,30,1,,,,,,,
2021/07/17,"Far North West",,1,,,,,0,,,,,,,
2021/07/17,"Far North Central",372,7,0,0,362,3,0,,,,,,,
2021/07/17,"Far North East",2364,96,1,0,2248,19,0,,,,,,,
2021/07/17,"Far North East",,1,,,,,1,,,,,,,
2021/07/17,"North West",4727,2,4,0,4624,82,0,,,,,,,
2021/07/17,"North West",,10,,,,,2,,,,,,,
2021/07/17,"North West",,3,,,,,1,,,,,,,
2021/07/17,"North West",,6,,,,,1,,,,,,,
2021/07/17,"North Central",4546,7,6,1,4462,59,7,,,,,,,
2021/07/17,"North Central",,13,,,,,3,,,,,,,
2021/07/17,"North Central",,5,,,,,0,,,,,,,
2021/07/17,"North East",1609,5,0,0,1591,12,0,,,,,,,
2021/07/17,"North East",,1,,,,,0,,,,,,,
2021/07/17,"North East",,0,,,,,0,,,,,,,
2021/07/17,Saskatoon,11681,59,17,5,11507,115,12,,,,,,,
2021/07/17,"Central West",833,5,0,0,822,6,0,,,,,,,
2021/07/17,"Central West",,0,,,,,0,,,,,,,
2021/07/17,"Central East",2422,1,0,0,2393,19,0,,,,,,,
2021/07/17,"Central East",,3,,,,,1,,,,,,,
2021/07/17,"Central East",,1,,,,,0,,,,,,,
2021/07/17,"Central East",,3,,,,,0,,,,,,,
2021/07/17,"Central East",,2,,,,,0,,,,,,,
2021/07/17,Regina,12163,45,16,3,11965,153,1,,,,,,,
2021/07/17,"South West",1136,0,0,0,1122,6,0,,,,,,,
2021/07/17,"South West",,8,,,,,2,,,,,,,
2021/07/17,"South Central",1914,0,0,0,1889,23,0,,,,,,,
2021/07/17,"South Central",,2,,,,,0,,,,,,,
2021/07/17,"South East",2767,8,1,0,2697,48,0,,,,,,,
2021/07/17,"South East",,2,,,,,1,,,,,,,
2021/07/17,"South East",,8,,,,,0,,,,,,,
2021/07/17,"South East",,4,,,,,0,,,,,,,
2021/07/17,Total,49397,360,45,9,48462,575,34,,,,17887,12024,5205,1484
2021/07/18,"Far North West",2737,42,0,0,2664,30,13,,,,,,,
2021/07/18,"Far North West",,1,,,,,0,,,,,,,
2021/07/18,"Far North Central",372,4,0,0,365,3,0,,,,,,,
2021/07/18,"Far North East",2366,40,1,0,2306,19,2,,,,,,,
2021/07/18,"Far North East",,1,,,,,0,,,,,,,
2021/07/18,"North West",4729,3,5,0,4626,82,1,,,,,,,
2021/07/18,"North West",,10,,,,,1,,,,,,,
2021/07/18,"North West",,3,,,,,0,,,,,,,
2021/07/18,"North West",,5,,,,,0,,,,,,,
2021/07/18,"North Central",4548,7,6,1,4464,59,0,,,,,,,
2021/07/18,"North Central",,13,,,,,2,,,,,,,
2021/07/18,"North Central",,5,,,,,0,,,,,,,
2021/07/18,"North East",1609,5,0,0,1591,12,0,,,,,,,
2021/07/18,"North East",,1,,,,,0,,,,,,,
2021/07/18,"North East",,0,,,,,0,,,,,,,
2021/07/18,Saskatoon,11690,52,16,5,11523,115,9,,,,,,,
2021/07/18,"Central West",833,4,0,0,823,6,0,,,,,,,
